28,"Kau yang membuat dirimu sendiri masuk ke lubang yang sama, lalu kemudian kau menyalahkan Tuhan karena tidak menyelamatkanmu",non_sara
29,"Kamu cakep. Tapi cakep aja enggak cukup, kamu harus jadi pacar aku supaya kamu cakep banget",non_sara
30,"Ketemu di mimpi ya? Aku tunggu, awas telat",non_sara
31,Saking irinya kamu sama orang sampe sampe tingkah kamu norak,non_sara
32,Pengangguran macam aku ga merasakan sensasi hari kecepit,non_sara
33,Hari ini menyenangkan? Coba cerita,non_sara
34,"Jangan kepedean, dia hanya singgah sebentar di hatimu, lalu kembali lagi ke rumahnya",non_sara
35,"Keluar, boros Enggak keluar, anxiety di kamar Dilema",non_sara
36,"Kalau seharian enggak sedih, kayak ada yang aneh Kalau seharian seneng terus, ketawa ketiwi, kayak ada yg gak bener gitu",non_sara
37,"Aku kangen kita yang dulu, obrolan kita yg enggak jelas itu, kangen bercandaan kita, kangen perhatianmu yg dulu, yang hanya untuk aku sebelum ada dia",non_sara
38,"Rasanya sakit sekali, ketika orang yang bersamamu bertahun-tahun akhirnya memilih orang yang baru dikenalnya beberapa bulan",non_sara
39,"Aku setiap hari : ""Tahan, jangan boros, ingat kamu pengangguran""",non_sara
40,"Tidur bareng boleh, yg gak boleh kalau gak tidur tapi malah mantap mantap sama yang bukan muhrim",non_sara
41,"""udah kamu nggak usah lamar kerja, tunggu aku lamar aja""",non_sara
42,Mendung tapi enggak hujan Sama kayak aku Sedih tapi enggak nangis,non_sara
43,"Kalau iri tuh upgrade diri, supaya lebih hebat dari dia Bukan ngebacot, jelek-jelekin, ngatain Kek gitu nggak akan bikin diri lebih baik dari dia, cuy",non_sara
44,Emang yang bajingan yang selalu bisa bikin susah move on,non_sara
45,Wajahmu mengingatkanku pada hutangmu yang belum kau bayar,non_sara
46,"Aku kira selama ini aku bergerak maju melupakanmu, ternyata aku hanya berjalan di tempat",non_sara
47,"Selamat pagi, aku mau ngamen dulu, tolong dibayar pakai cintamu saja",non_sara
48,"Tiap curhat itu mulu yang dibahas tapi tiap dinasehatin enggak pernah mau dengerin Suka kesal sama teman model begini, tapi kasihan",non_sara
49,"Mau tanggal cantik, tanggal jelek, semua sama di mata Allah",non_sara
50,Memangnya kamu kira aku tidak rindu hah?????,non_sara
51,"Ketika pacar aku berpaling dengan cewek lain, aku enggak mau mengemis cinta dan memohon minta dia pilih aku",non_sara
52,Aku enggak mau mempertahankan laki-laki yang semudah itu cinta sama orang lain selain aku,non_sara
53,Tahan emosi sampai nangis adalah keahlianku,non_sara
54,"2020 aku akan jadi wanita feminim, anggun, pendiam, pemalu dan santun",non_sara
55,"Akhirnya, Kamu yang dulu terlihat luar biasa di mataku, sekarang sudah terlihat b aja",non_sara
56,baru tau binatang babi bisa makan hasil fesesnya sendiri,non_sara
57,"Kalau kamu deketin aku karena mau aku bayar-bayarin, mending mundur, aku miskin",non_sara
58,"Cintaku padamu kayak perut buncit dipaksa pakai korset Kutahan banget, sampai sesek",non_sara
59,Tidak percaya zodiak. Tapi percaya kalau cewek Libra adalah cewek idaman,non_sara
60,"Akhirnya kebukti, benar, semua yang pernah mama bilang begitu, benar nyakitin",non_sara
61,"Aku aja capek sama diriku sendiri, apalagi orang lain Wajar kalau selalu ditinggal, aku emang bikin kesel",non_sara
62,"Kalau sedih dan enggak bisa nangis, kalian ngapain biar lega?",non_sara
63,"Hati-hati dalam membodohi wanita, mungkin kamu terlihat berhasil di awal,",non_sara
64,Siapa tau ada yang mau nonton. Hehe,non_sara
65,"Bahkan aku enggak percaya, ada orang yang sayang aku dengan tulus kecuali keluarga aku sendiri",non_sara
66,"Aku yang bodoh, terlalu gampang luluh, terlalu gampang percaya, dan berharap",non_sara
67,"Kalau kamu ngebut lalu dicegat polisi, bilang aja kebelet eek, udah keluar dikit",non_sara
68,"Kalian pernah enggak sih, mau bercermin tapi cerminnya ketinggian?",non_sara
69,Pengen peluk kau sampai kau tak bisa napas saking eratnya aku peluk,non_sara
70,"Sabar, kamu hanya akan merasa kehilangan sebentar, setelah itu kembali normal",non_sara
71,"Jangan sedih, yang kamu lakuin udah benar kok",non_sara
72,Kebiasaanku yang tak bisa hilang adalah mengingatmu setiap sebelum tidur,non_sara
73,"Memang tempatku bukan disitu, maaf, aku yang terlalu memaksa",non_sara
74,"Sebenarnya pemandangannya jelek, tapi adem aja disini, suka",non_sara
75,"Awalnya prioritas, lama-lama cuma jadi formalitas",non_sara
76,"Bahkan bangun tidur pun hatinya masih nyesek, kenapa sih aku ini?",non_sara
77,"Emang bodoh aku ternyata, enggak belajar dari kesalahan yang sudah-sudah",non_sara
78,"Mungkin ketika aku sudah menemukan seseorang, aku akan berhenti mengganggumu",non_sara
79,"Tuhan, tolong pertemukan aku dengan laki-laki setia",non_sara
80,Terima kasih karena membuat aku merasa disayang di saat aku merasa dibuang oleh orang yang tidak menghargai aku sama sekali,non_sara
81,"Meskipun enggak ada hak, aku boleh kangen kan?",non_sara
82,"Kalo ada mas-mas di depanmu tiba-tiba ngefoto, kamu apain ges?",non_sara
83,Aku jadi orang yang kamu pilih untuk mendengarkan curhatmu aja aku udah bersyukur,non_sara
84,"Enggak usah jadi orang spesial, jadi orang yang ada ketika kamu butuh aja udah cukup",non_sara
85,"Beli barang murah biar hemat, saking murahnya jadi pengen beli barang lain yang murah juga Lalu uangnya habis, karena kebanyakan beli barang murah",non_sara
86,"Selamat pagi, selamat hari kamis Buatmu si kumis tipis, dariku si gadis tanpa pensil alis",non_sara
87,"Aku enggak mau percaya sama kamu, kamu mancung, pasti suka bohong kek pinokio",non_sara
88,"Sesungguhnya galau adalah hak semua insan. Persetan dikata bucin, baperan. Yang penting enjoy aman.",non_sara
89,"Sudah mau Desember, dan aku masih begini-begini aja Belum bekerja, belum menabung, belum jadi sesuatu yang berguna buat siapapun",non_sara
90,"Entah kamu yang emang wangi banget atau aku yang terlalu gimana, kok kamu udah enggak disini tapi wanginya kayak masih nempel",non_sara
91,"Pas video call sama pacarnya, pura-pura pasang muka ngantuk, pura-pura ketiduran Pas telfonnya udah dimatiin, langsung deg cus dugem..",non_sara
92,"Beberapa kali naik ojol, enggak bisa ngelepas cetekan helm Astaga, malu banget dicopotin sama babangnya,",non_sara
93,Aku kira aku dulu bucin karena aku pacaran dengan mantanku Tapi ternyata udah ganti cowok pun aku tetap bucin,non_sara
94,"Dulu rajin banget bilang gini ke doi, sekarang harus inget"" sendiri ehehe",non_sara
95,"Hati perlu istirahat, nggak usah lah menyakiti diri sendiri karena perasaan kepo itu",non_sara
96,"Kadang berpura-pura bahagia bukan untuk menipu orang kalau kita lagi sedih,",non_sara
97,"Selamat tidur! Entah seberat apa harimu hari ini, tidurlah. Kesusahan sehari cukuplah untuk sehari",non_sara
98,YANG DI MALANG BANTUIN LARISIN DAGANGAN KAKEKNYA YAA... :),non_sara
99,Bila bom nuklir diledakan Akan musnah kehidupan di bumi,non_sara
100,Jadilah baik bukan untuk dipuji orang lain tapi untuk dirimu sendiri,non_sara
101,"Hai, aku sudah bahagia loh tanpa kamu. Berat badanku sudah naik lagi, aku tidak lupa minum obat, aku sudah tidak terlalu pikunan lagi tanpa kamu ingetin. Ehe",non_sara
102,Apa aku harus jadi tembok biar kamu chat?,non_sara
103,"Kangen mantan itu wajar, namanya pernah bersama.. Pernah susah senang bersama, pernah ngakak bareng, pernah ngalami hal lucu, apalagi kalau bertahun-tahun",non_sara
104,"Biasanya, kalau mabuk darat pas naik mobil, suka liat ke luar jendela biar enakan",non_sara
105,"Kadang suka merasa senang setelah putus, senang menjomblo",non_sara
106,"Terima kasih sudah menemani aku keliling Bandung, Wak!!!! Seneng banget meskipun cuma bentar dan enggak terlalu banyak jalan, semoga lain waktu bisa ke Bandung lagi, bisa tinggal di Bandung dan kerja di Bandung",non_sara
107,"Dan ketika bangun, suka bingung, sebenarnya udah bangun apa belom. Ah entahlah, deg-degan banget......",non_sara
108,"Barusan ngalamin, baru aja naroh badan di kasur, merem, langsung ngerasa pintu kos ada yang gedor"", keras banget kayak psikopat mau masuk ke kamar.",non_sara
109,"Udah, kamu enggak perlu repot-repot jaga perasaan aku Aku bisa kok jaga diri aku sendiri biar nggak ngarep",non_sara
110,Kau gak pernah hapus chat supaya kalau kangen bisa baca lagi chat kalian yang lucu,non_sara
111,"Sebelum ke Bandung, aku kira cewek-cewek disini cantik-cantik Ternyata enggak,",non_sara
112,Beberapa orang menyibukkan diri sesibuk-sibuknya hanya agar tidak overthinking ketika ada waktu kosong,non_sara
113,"Berusaha menumbuhkan lesung pipi di wajah, gimana caranya sih woi?",non_sara
114,"Baru sadar ini malam minggu, astaga aku sendirian, di kereta pulak",non_sara
115,"Kenapa ya kalo tidur, anting suka lepas Brutal amat tidurnya",non_sara
116,Kadang suka iri liat pacarnya teman aku yang suka chat-an sama mamanya dia,non_sara
117,"Ngapa ya, kalau seharian pake softlens / kacamata lalu tiba-tiba dilepas, rasanya kayak orang bego",non_sara
118,"Kalau lagi nyetir sendiri naik motor, suka ngomong sendiri, seolah lagi diwawancarain orang",non_sara
119,Kenapa ya kalau lagi sedih ada aja pikiran ngaco yang terlintas,non_sara
120,"pernah enggak sih kalian mau keluar sama gebetan/orang baru kenal, lalu kalian latihan dulu depan cermin?",non_sara
121,"Punya teman, enggak pernah ketemu, tau mukanya pun enggak",non_sara
122,"Dulu jaketnya sering dipinjemin ke aku, ternyata ke cewek lain juga Dulu suka semprotin parfumnya ke bajuku, katanya biar kangen, ternyata ke cewek lain juga",non_sara
123,"Bolak-balik buka whatsapp, enggak chat siapa-siapa Cuma buat liat tulisan ""online"" di kontak kamu",non_sara
124,KESALAHAN FATAL PERTOLONGAN PERTAMA YANG MASIH BANYAK DILAKUKAN ORANG,non_sara
125,"Masih aja ada yg ajak mabar, aku udah berhenti woi.. Baca dong",non_sara
126,"Dan aku udah berhenti main game apapun itu, jadi kalau ada yang ajak main berarti bukan aku. Karena dulu akunku pernah lengket di PUBGM mantan, mungkin dia",non_sara
127,Rambut kalo diikat seharian kok langsung sakit kepala ya? Apa kalian juga begitu?,non_sara
128,Masa enggak kelihatan sih kalo itu aku? :,non_sara
129,Aku cuma minta kamu kalo lagi sama aku ya udah sama aku Handphone-nya ditaruh dulu masa ngga bisa?,non_sara
130,"Suatu saat nanti, hidup mu akan menjadi cerita bagi banyak org, maka buatlah cerita yg baik selagi engkau hidup.",non_sara
131,Inget nggak pas pertama kita kenal? Lucu ya..,non_sara
132,"Emang tidur adalah cara paling tepat buat ngelupain banyak hal, meskipun sementara",non_sara
133,dan mereka yg dulu meremehkan mu; sekarang menyapa seakan sahabat lama.,non_sara
134,"Gini aja harusnya kuat dong, bukannya sudah melewati hal yg lebih sulit? Ayo semangat",non_sara
135,Terima kasih sudah datang & membantuku lupa dengan sakitnya hati waktu itu,non_sara
136,Yang tau cara nurunin hujan tolong dong tips-nya!!!!!!!,non_sara
137,"Bener, kadang kita harus belajar banyak dari anak kecil",non_sara
138,"Sudah kuduga, harusnya aku pakai popok supaya rebahan ini lebih nikmat meskipun kebelet",non_sara
139,"Aku merasa menjadi manusia paling bodoh dimuka bumi ini. Bagaimana bisa mempertahankan hubungan dgn mu sejauh ini, namun kita berdua membayangkan masa depan bersama org lain :)",non_sara
140,"Dulu aku pernah mikir, ""sejahat apapun dia, kenangan jangan dihapus"" karena aku pikir, suatu saat bakal kangen, bakal lucu aja diinget suatu saat",non_sara
141,"Sedang membahas tentang ""sayang"" dengan seorang teman, lalu iseng Coba search tulisan ""sayang, love, dan kangen"" Lalu keluar ini, wkwkw lucu ya, dulu bisa begitu sekarang sudah bener-bener lost contact",non_sara
142,"Dulu aku kira setelah berpisah aku bakal galau setiap hari, kehilangan segalanya, kesepian banget, nggak bisa seneng lagi",non_sara
143,"Nggak berharap banyak, karena aku sadar. Maaf karena dengan lancangnya aku hadir di hidupmu Maaf juga karena terkadang aku suka lupa diri & egois",non_sara
144,"Sadar melakukan suatu hal yang salah, tapi kenapa ya susah sekali untuk berhenti atau setidaknya mengerem",non_sara
145,Kau adalah reaksi kimia paling berbahaya. Dan yang paling mustahil bagiku adalah bersenyawa denganmu,non_sara
146,Kamu tuh ya! Selalu berhasil bikin jantung orang mau copot,non_sara
147,"Selalu minta didengar, selalu minta dipahami waktu aku butuh, kamu ada? Waktu aku sedih, kamu tau? Waktu aku butuh diperhatiin, kamu kemana? Pergi dgn selingkuhanmu, dugem, ntah ngapain",non_sara
148,"Memohon biar orang ngga tega sama dia, tapi dianya tega sama orang Bisa ya kayak gitu",non_sara
149,"Sebagian orang ketika sedih suka bercerita ke teman dekatnya Sebagian ada yg nggak bisa cerita, dan lebih lega kalau mencurahkan perasaannya di media sosial",non_sara
150,"Aku pernah pny cwo kek gni, pengennya nempel trus, kemana"" kayak anak kembar yg ga boleh lepas, asli malu bgt",non_sara
151,"Pacaran bertahun-tahun ternyata diselingkuhi, jadi mikir aja",non_sara
152,Kalo lg ada masalah emang paling bener tuh pake helm yang kena hujan Biar menyelesaikannya dengan kepala dingin,non_sara
153,"Setelah menyakiti berkali-kali, kau masih punya muka untuk kembali? Hebat sekali",non_sara
154,"Entahlah, kadang suka tiba-tiba sedih Waktu ditanya kenapa, aku pun nggak tau kenapa Ada yg dipikirkan? Sepertinya juga enggak",non_sara
155,"Aku bukan tipe orang yang sedih dikit langsung curhat ke temen Kebanyakan mendam, atau nulis di twitter",non_sara
156,"Bener ya, kita tidak bisa memilih mau jatuh cinta sama siapa",non_sara
157,"pengen duduk di cafe sendirian, nengokin hujan, tapi ngapa nggak hujan si",non_sara
158,Kadang suka iri sama teman-teman yg ketika datang bulan mereka enggak ngerasa sakit sama sekali,non_sara
159,"Kadang kita membenci orang yang sifatnya sama seperti kita, tanpa kita sadari",non_sara
160,"Kadang kalau dipikir-pikir, hidupku lucu juga ya",non_sara
161,"Kadang kala tak mengapa untuk tak baik-baik saja, kita hanyalah manusia wajar jika tak sempurna",non_sara
162,Sering ngga sih kayak bingung gitu sebenarnya lagi mimpi atau emang kenyataan? Beneran terjadi atau cuma halusinasi? Apakah aku sudah gila?,non_sara
163,"Kan kebiasaan kan, Tadi udah tidur, kirain sekarang udah pagi, ternyata masih jam segini",non_sara
164,"Ketika cewek tiba"" datang bulannya nggak rutin, itu bisa jadi ada masalah di kesehatannya, ntah itu fisik, ntah itu pikiran, dan yg lain",non_sara
165,"Entar gua sakit kepala trus periksa di dokter gigi trus kuku tangan ku yg luka""",non_sara
166,"Pernah ga sih merasa jenuh menjalani hari"" yang gitu"" aja tiap hari? Menjalani rutinitas yang sama setiap hari, lalu mikir ""Sampe kapan ya aku ngelakuin hal yang sama begini terus tiap harinya?""",non_sara
167,"Sudah ya pura-pura bahagianya hari ini, tidur gih. Jangan gunakan waktu istirahatmu untuk menangis Besok kan harus pura-pura bahagia lagi? Yuk tidur yuk",non_sara
168,"22 Negara Desak Cina Hentikan Pelanggaran Terhadap Muslim Uighur, Tak Ada Nama Indonesia",non_sara
169,"Bilangnya, aku spesial Tapi kalo banyak juga cewek yang kamu spesialin, bedanya apa?",non_sara
170,Lagi dimana ya dia? Udah makan apa belum? Apakah hari-harinya menyenangkan? Sehat kah? Hmm,non_sara
171,"Tiba-tiba kangen banget momen mendung di rumah, lalu mamak teriak",non_sara
172,Kita terlalu fokus bertumbuh dewasa sampai lupa kalau orang tua kita juga bertambah tua,non_sara
173,"kata orang sih daging babi mengandung cacing pita, tapi ga tau ya aku",non_sara
174,"Hati-hati ya kau yang suka main aplikasi perjodohan atau opo lah iku Aku nggak main gituan, kalau kau ketemu fotoku, namaku, dll.",non_sara
175,Kok bisanya ada orang yg mengulang kesalahan yang sama padahal sudah dikasih kesempatan kedua,non_sara
176,"Kejam sekali, kamu datang untuk menyakiti lagi setelah dulu sudah ku usir Dan bodohnya, ketika kau kembali aku masih saja menerima lagi & berharap kau menyesal & berubah",non_sara
177,Tentang Islam di Negara cina,non_sara
178,"Menghapus masalah baru sambil menambah masalah lain tuh kayak ngepel sambil jalan maju Udah kau bersihin, kau injak lagi pake kaki kau yang kotor itu",non_sara
179,Apa pendapatmu tentang mengembalikan barang pemberian mantan? Setuju/tidak? Berikan alas an,non_sara
180,"Karena sedang gabut, izinkan saya melakukan analisis tulisan Mbak Awkarin yang keliru dan tidak sesuai dengan PUEBI. Ini adalah analisis iseng-iseng, mohon maaf jika ada kekurangan dan kesalahan",non_sara
181,Makmur lah Negara CINA .. Melarat lah Negara INDONESIA ..,non_sara
182,"Tak kenal maka tak sayang Udah kenal, udah sayang, dianya b aja",non_sara
183,"Karena cara buat orang jatuh cinta itu gampang, yang susah itu cara ngebuat orang tetep cinta pas kita lagi jatuh",non_sara
184,"Aku suka matamu, apalagi saat mata itu menatap ke arahku Aku juga suka senyummu, apalagi saat senyum itu ditujukan padauk",non_sara
185,"Lucu sekali, hanya dengan ngobrol lewat chat, dua manusia bisa saling jatuh cinta Lebih lucu lagi kalo yg satunya jatuh cinta yg satunya b aja",non_sara
186,"Kau menyalahkan dia karena katamu dia tidak menerima apa adanya Padahal, emang kamu adalah dua orang yg berbeda",non_sara
187,"Ga butuh cowok buat malmingan, cukup makanan, wifi, dan twitter",non_sara
188,Latihan interview kerja yok Coba sebutkan kelebihan kamu dan keburukan kamu,non_sara
189,"Kadang kalo liat tanah yg ada lubangnya, suka iseng colok""in pake rumput Eh, pas ditarik dapet undur-undur Kangen masa kecil",non_sara
190,siapa yg dulu pernah galau pake lagu ini ?,non_sara
191,"Dulu tiap lihat mobil kayak begini, takut banget rasanya. Seolah mau diculik",non_sara
192,Cewek idaman adalah yang bangunnya pagi Alias cewek idaman itu adalah cewek yang suka nulis twit kayak gini Karena mau bilang kalo dirinya sendiri idaman,non_sara
193,Selamat tidur ya kamu yang bukan siapa-siapaku,non_sara
194,"Aku semalam mimpi, ketemu sama cowok Cakep banget, manis tp itu muka khayalanku sendiri",non_sara
195,"Makan di rumah orang* Ambil banyak, sungkan Ambil dikit, kepikiran",non_sara
196,Kita dalam ruangan yang sama. Terdiam. Kau sibuk dengan urusanmu. Aku sibuk memikirkan kapan kau akan berhenti sibuk dengan urusanmu,non_sara
197,"Kadang kalau lg bahagia seharian suka tiba-tiba kepikiran, kesedihan macam apa ya ntar yang bakal dateng? Aneh banget aku",non_sara
198,Karena sampai kapanpun saya tidak akan lagi bisa percaya penipu seperti anda,non_sara
199,"Dulu bisa sedekat itu sekarang bisa sejauh apa. Cepat sekali waktu berjalan, saya masih betah di masa itu",non_sara
200,Terima kasih telah menghibur dengan cerita konyol kalian,non_sara
201,"Membaca ulang chat kita saat pertama kali ngobrol, lucu juga",non_sara
202,"Emang ya, sakit kepala, masuk angin, maag, diare udah penyakit langganan orang bokek Coba kasi duit, pasti sembuh",non_sara
203,"KENAPA KALIAN MALAH CERITA SENDIRI-SENDIRI HEY, SAMBUNG CERITA KAWAN DONG HEY",non_sara
204,"Aku kalo makan suka lupa diri, sampe kancing celana ke buka baru berhenti",non_sara
205,Ada yang pernah bilang tentang 2 alasan kenapa kita tidak bisa percaya sama orang : 1. Karena kita tidak kenal dia siapa 2. Karena kita kenal dia,non_sara
206,Otak sama hati nih ngapasih gapernah akur? Heran,non_sara
207,"Denger lagu pake headset sambil naik motor itu enak banget ya, serius",non_sara
208,"Binatang babi tuh pas kalau masih kecil lucu banget, tapi pas gedenya jijik banget hmm",non_sara
209,Studi: Warga Negara Cina Paling Gemar Berbohong,non_sara
210,"Pemerintah kita tdk mungkin interpensi negara CINA Karna negara kita lagi kecanduan dana dr negara cina,",non_sara
211,Derita Muslim uighur di Negara China,non_sara
212,Heran kenapa semutnya pada ngumpul,non_sara
213,Ayoo teman-temanku kalian pasti bisa,non_sara
214,"ndonesia Satu Satunya Negara didunia, Yang Membiarkan Perusahaan Cina Membunuh industri Baja Dalam Negeri",non_sara
215,"""Karena saya memilih dengan sehat maka saya kompensasikan dengan sarapan pagi yang, uhm, secara umum gak sehat. IMPAS""",non_sara
216,"bapak keluar apa mahasiswa yg masuk, nih?",non_sara
217,Kalau jadi ketua kelas dari SD sampek SMA dimasukin CV berbobot nggak sih?,non_sara
218,"Seharusnya, pakai pendidikan terakhir aja cukup kok. Tapi kalo mau menuh-menuhin tampilan CV ya masukin ae wkwk",non_sara
219,"Makan nak, jangan siksa dirimu",non_sara
220,Pengendara Motor Tewas Tertimpa Papan Reklame di Cengkareng,non_sara
221,Chat ku yg dari semalem aja belum dibales tp kamu udah bikin story. Kamu sengaja mematahkan hati ku ya?,non_sara
222,Makhluk makhluk manjalita mempesona bertalenta,non_sara
223,Ayah naen belajar mengendalikan Rudal ke negara cina.. Apa kah cina negara Asing.?,non_sara
224,Hati-hati terhadap orang-orang yang teriak-teriak Islam Radikal (adu domba umat Islam) boleh jadi mereka didanai negara China.,non_sara
225,Menlu Filipina Sebut China sebagai Ancaman di Asia Tenggara,non_sara
226,Kartun angry bird yang ijo itu binatang babi ya?,non_sara
227,PMKRI persoalkan pernyataan UAS yang menghina simbol agama Kristen,non_sara
228,China Perintahkan Restoran Halal Beijing Cabut Simbol Islam,non_sara
229,segera periksa itu kulit yang menghitam tiba tiba,non_sara
230,"sering mikir kok aku goblok sekali, Dan sekarang baru berani mikir kok ada ya orang yang lebih gobloknya dari aku",non_sara
231,"Dua bus dan satu mobil yang terlibat kecelakaan di gerbang tol Kalikangkung, Semarang, Jateng selesai dievakuasi. Lalu lintas di sekitar lokasi kembali lancar.",non_sara
232,"Menpora Zainudin Amali mengunjungi gelandang timnas Indonesia, Evan Dimas Darmono, di Surabaya. Ia berharap Evan bisa segera pulih dari cedera.",non_sara
233,"Tujuh orang pesepeda kayuh mengalami luka-luka akibat ditabrak mobil di Jl Sudirman, Jakarta. Akibat kejadian itu, 6 unit sepeda mengalami kerusakan.",non_sara
234,"btw keinget dulu bokapku pernah punya aquarium laut, ada nemo, kuda laut, bintang laut, hi lucunya",non_sara
235,lebih baik menyesuaikan diri dengan partner atau mencari partner yang mau menerima kondisi kita?,non_sara
236,"Semoga para pemuka agama Kristen dan Katolik, turun ke Papua untuk membantu menenangkan massa dan menjaga mereka supaya tidak terprovokasi oleh isu-isu yang beredar disana.",non_sara
237,siapa yang mau ngelakuin apa apa suka ngebuletin angka di jam? wkwkwkwkw ini mau tidur jam 10 keundur jadi 11:30,non_sara
238,"Aneh gitu dulu di kos jam segini pulang juga belom, msh panik kerja sama tugas kampus. Sejak balik ke rumah, jam segini udah gelep, pada ngomong “tidur ya, istirahat”.",non_sara
239,"Dua bus dan satu mobil terlibat kecelakaan di Gerbang Tol Kalikangkung, Semarang, Jateng. Seluruh penumpang selamat dan beberapa mengalami luka-luka.",non_sara
240,"Minggu 9 Juni, Jutaan org Di Hongkong turun kejalan Menolak Cina RRC yg Ingin Mengatur UU Negara Hongkong & migrasi penduduk RRC ke Hongkong. Asia Bergejolak Anti China Komunis",non_sara
241,kebanyakan dibawah sinar matahari membuat kulit berubah menjadi hitam dan kusam,non_sara
242,kulit hitam bisa disebabkan oleh flek yang berkumpul menjadi satu,non_sara
243,"Belum lama ini, sempat viral salah satu cara sederhana yang diklaim dapat mendeteksi penyakit pada jantung. Caranya cukup dengan mencelupkan jari ke dalam air es selama 30 detik.",non_sara
244,Akses ke lokasi wisata yang ada di Gunung Luhur ini dinilai masih berbahaya dan rawan terjadi kecelakaan serta longsor,non_sara
245,"Pendeta Jony Tokoh Agama Kristen menolak Unras Anarkis, Tolak Teriris dan Mendukung Pelantikan Presiden,Wakil Presiden yang Kondusif.",non_sara
246,"Sebelum menangani Timnas Indonesia, Shin Tae-yong berpengalaman melatih timnas Korea Selatan. Ia mampu membawa Taeguk Warriors mencicipi turnamen kelas dunia.",non_sara
247,"Sejak kemunculannya di dunia hiburan, Iqbaal Ramadhan sudah sangat mencuri perhatian",non_sara
248,"Pantas rambutku rontok, selama ini pakai kondisioner yg uda expired bulan maret 2019",non_sara
249,Pacaran yuk biar ntar tahun baru ada kawanku,non_sara
250,Bupati Taput Berangkatkan Wisata Rohani Lima Tokoh Agama Kristen,non_sara
251,"Ya gimana waktu enggak terasa cepat berjalan, baru bangun jam segini Ntar nggak kerasa udah sore lagi, eh udah besok lagi gitu aja terus sampai bodo",non_sara
252,Kok NKRI mau di samakan dng negara cina dan korut yg membatasi kebebasan warga Negaranya?,non_sara
